word1,word2,freq
firm,called,2
former,government,2
games,is,2
giants,stadium,2
glove,in,2
gregg,williams,4
guilty,to,35
have,sent,2
immigration,law,4
in,indianapolis,4
in,newark,30
in,seven,8
in,wilsonville,2
information,call,12
irvine,valley,2
it,lost,2
juvenile,court,2
lame,duck,2
ln,meta,18
locals,are,2
long,branch,2
market,at,2
michael,kiddgilchrist,2
moisture,in,2
mortgage,interest,2
nyuck,nyuck,2
of,detroit,10
of,sacramento,6
offer,connecting,2
on,federal,6
only,minor,2
or,eight,2
oregon,city,8
oregon,meta,4
oregon,students,2
out,times,2
overall,the,2
panel,plant,2
plain,dealer,45
playing,time,11
polls,closed,2
power,plants,4
progressive,field,4
real,rock,2
rebounds,and,20
residents,who,8
return,calls,2
saints,and,2
save,a,9
seat,in,9
secure,communities,2
seven,or,2
significant,issues,2
solar,panel,2
state,agencies,2
stores,meta,2
students,scored,2
the,countys,33
the,deduction,2
the,homeowners,2
the,injury,14
the,kinship,2
the,matchup,2
the,orioles,17
the,rutgers,2
the,shotgun,2
the,verdict,2
thursday,after,4
tool,kit,2
tuesday,he,4
upper,river,2
us,said,4
valley,college,5
virginia,tech,4
wasnt,always,2
who,held,2
who,lost,9
works,director,2
year,earlier,12
32,6.62E+12,29
32,6.64E+12,28
32,6.65E+12,29
32,6.67E+12,30
32,6.70E+12,30
32,6.57E+12,23
32,6.60E+12,25
32,6.61E+12,27
32,6.63E+11,28
32,6.66E+12,28
32,6.69E+12,23
32,6.58E+12,23
32,6.68E+12,26
32,6.56E+12,14
32,6.59E+12,23
32,6.71E+12,24
big,mans,3
government,agency,3
hes,won,5
of,cars,3
of,dayton,3
of,wilsonville,3
property,tax,19
seal,beach,7
stoller,of,3
thursday,in,12
twain,harte,3
=,bennett,2
=,pdt,32
a,fiveyear,6
a,requirement,2
accredited,with,2
adding,that,24
administrative,leave,2
also,worked,2
and,fourth,7
and,ohio,4
ap,meta,32
at,big,2
base,coach,2
because,not,2
bennett,said,2
brothers,construction,2
brown,said,15
but,used,2
carried,by,2
charge,the,2
christie,would,2
city,kan,2
clue,i,2
coach,dave,2
conspiring,to,2
county,sheriffs,38
crisis,that,2
dayton,son,2
director,for,24
dropped,in,2
estate,development,2
fate,and,2
funds,in,5
gold,rush,2
good,team,10
graduate,of,4
hard,but,4
haskins,finished,2
havent,lost,2
he,pushed,2
houston,astros,10
i,drive,4
if,residents,2
illustrates,how,2
in,federal,26
in,learning,4
in,saturdays,6
incentives,to,2
injuries,that,2
its,larger,2
johnson,and,8
kinder,morgan,2
kings,fans,2
kurt,is,2
lacked,the,2
lady,gaga,6
landscaping,will,2
layoffs,and,4
leagues,great,2
lets,them,2
long,ways,2
luxury,brands,2
manning,has,2
margin,for,2
mayor,kevin,2
megan,rapinoe,2
merely,as,2
monday,in,6
most,vulnerable,2
national,meta,2
next,batch,2
offense,if,2
on,administrative,2
other,events,4
primary,meta,2
project,when,2
rating,two,6
rules,committee,2
said,adding,10
said,doug,2
said,theres,12
searching,i,2
service,levels,2
shares,of,6
sheriffs,office,28
sr,meta,2
state,with,4
statement,we,2
taxi,drivers,2
teresa,mayes,2
the,buckeyes,35
the,missouri,50
the,patriots,21
the,win,49
this,controversy,2
thursday,the,9
tough,meta,4
traverse,bay,2
two,dozen,6
us,rep,4
was,nominated,2
ways,they,2
we,lacked,2
went,public,2
will,report,4
with,distinction,2
your,cellphone,4
0,3.77E+14,14
0,3.81E+14,21
3.77E+14,min,14
3.81E+14,min,21
0,2.96E+14,40
0,2.99E+13,36
0,3.01E+14,39
0,3.04E+14,26
0,3.10E+14,26
0,3.11E+13,25
0,3.12E+14,22
0,3.76E+14,13
0,3.78E+14,16
0,3.79E+14,22
0,3.80E+14,22
2.96E+14,min,40
3.01E+14,min,39
3.04E+14,min,26
3.10E+14,min,26
3.12E+14,min,22
3.76E+14,min,13
3.78E+14,min,16
3.79E+14,min,22
3.80E+14,min,22
0,2.98E+14,37
0,3.00E+14,35
0,3.08E+14,25
0,3.75E+14,12
2.98E+14,min,37
3.00E+14,min,35
3.08E+14,min,25
3.75E+14,min,12
0,2.97E+14,34
0,3.09E+14,23
2.97E+14,min,34
3.09E+14,min,23
0,3.73E+14,10
3.73E+14,min,10
0,3.07E+14,21
0,3.64E+14,12
0,3.65E+14,9
0,3.74E+14,9
3.07E+14,min,21
3.64E+14,min,12
3.65E+14,min,9
3.74E+14,min,9
0,2.95E+14,31
0,3.03E+14,20
0,3.05E+13,21
0,3.06E+14,21
0,3.13E+14,20
2.95E+14,min,31
3.03E+14,min,20
3.06E+14,min,21
3.13E+14,min,20
kick,kd,11
petre,kick,12
0,3.02E+14,30
3.02E+14,min,30
0,3.82E+13,4
an,run,3
crystal,method,3
diego,and,3
presence,and,3
run,petre,7
wednesday,of,3
=,forest,2
=,gov,14
=,manager,6
=,rep,13
=,washington,81
a,doubledigit,2
a,era,19
a,freshman,13
a,gas,10
a,mercurial,2
a,sacred,2
a,suspension,2
after,losing,4
after,seasons,2
agatha,christies,2
alcohol,level,2
also,is,36
amendment,will,2
an,alcohol,2
an,eligible,2
and,chief,28
and,costly,2
and,klimkowski,2
and,liberty,2
at,northfield,2
ave,ofallon,2
avenue,which,2
average,in,2
basketball,coach,10
be,closing,2
be,nailed,4
be,named,4
be,percent,4
begin,at,4
better,provide,2
broadway,and,4
budget,cuts,10
candidates,and,2
charles,imperial,2
chase,co,2
chief,financial,9
club,has,2
columbus,to,2
complained,to,2
dance,club,2
david,stern,4
decisions,made,2
elks,lodge,2
fanfare,for,2
federal,judge,4
financial,officer,9
first,wednesday,2
florence,petre,4
followed,a,4
for,nonmembers,4
fox,tower,2
franklin,run,2
from,florence,4
fruit,trees,2
funds,meta,6
garden,state,8
gillis,said,2
ginnever,ave,2
has,standing,2
have,stayed,2
headquarters,meta,2
his,psychiatrist,2
homing,pigeons,2
imperial,dance,2
in,photos,2
injuries,to,2
intensity,and,2
jazz,festival,4
jeff,godfrey,2
kd,franklin,4
kendall,wright,2
kinney,was,2
krause,and,2
lawyers,wrote,2
lead,with,8
level,than,2
lodge,tom,2
losing,streak,6
mckenna,has,2
milligrams,of,5
neighborhoods,meta,2
no,attention,4
not,comment,8
of,housemade,2
officials,would,2
on,jan,27
on,oct,17
one,what,4
or,call,16
parks,system,2
pass,from,13
pay,no,2
per,doctor,2
percent,cabernet,2
perfect,but,4
players,club,2
preparation,of,2
prices,rose,6
public,auditorium,2
public,hearing,2
quarter,and,14
regional,parks,2
regulatory,filing,2
run,kick,10
s,brown,2
said,while,4
sailors,ashore,2
saturday,noon,2
senser,said,2
shutout,innings,2
spending,plan,2
standing,to,2
striving,to,2
strongsville,and,2
that,likely,2
that,officials,2
that,presence,2
the,about,4
the,bengals,4
the,celtics,16
the,denver,12
the,eames,2
the,inning,12
the,newark,8
the,postseason,14
the,timbers,54
this,actually,2
thomas,jefferson,2
three,straight,6
tier,of,2
times,sunday,2
tiny,toons,2
to,players,2
tom,ginnever,2
top,offensive,2
warner,bros,2
without,men,2
work,force,2
years,wasting,2
your,fruit,2
21,8.84E+11,27
21,8.64E+11,14
21,9.24E+11,20
21,9.64E+11,26
21,9.74E+11,27
21,9.94E+11,26
21,1.00E+12,23
21,1.01E+12,29
21,1.02E+12,34
21,1.03E+12,34
21,1.04E+12,36
21,1.05E+12,34
21,8.54E+11,20
21,8.74E+11,25
21,9.34E+11,25
21,9.44E+11,26
21,9.54E+11,25
21,9.84E+11,25
21,9.14E+11,16
21,89448928833,13
21,9.04E+11,12
21,1.06E+12,26
inch,rain,4
an,assistant,25
and,senior,12
boats,and,3
county,jail,18
in,men,5
norwegian,breakaway,3
of,beans,3
=,christie,29
=,government,2
=,job,2
accusations,against,2
added,jobs,2
africanamerican,studies,2
allegations,that,2
and,maps,2
and,police,14
at,missouri,2
at,percent,26
at,s,12
attacking,the,2
averaging,points,14
be,suspended,2
breakaway,will,2
car,driver,2
cents,to,13
chapter,filing,2
city,officials,25
clackamas,county,4
coffee,scene,2
congress,ave,2
corp,and,2
cruises,from,2
cubic,feet,7
declared,the,4
earning,a,6
electric,daisy,2
feared,the,2
four,games,15
four,in,4
fourth,in,8
free,agent,26
gas,producers,2
government,can,2
harris,a,2
have,slowed,2
he,dreamed,2
health,of,4
highseason,price,2
his,fastball,4
host,to,2
in,gilbert,2
investigation,of,6
is,averaging,6
is,receiving,2
jump,rings,2
la,habra,2
like,chris,2
local,honey,2
massachusetts,governor,6
median,with,2
medical,side,2
memorial,the,2
men,will,2
million,contract,10
missouri,medical,2
monterey,area,2
national,tv,2
nba,in,2
no,points,2
of,minnesota,2
office,is,12
on,dec,9
on,national,2
on,sept,22
open,more,2
per,barrel,8
points,including,6
portlands,coffee,2
position,has,2
practice,on,2
program,at,12
protection,meta,4
public,charity,2
race,car,4
rain,before,2
relatives,house,2
richness,to,2
s,congress,2
said,because,10
split,in,2
statement,he,2
student,in,4
that,tupac,2
the,accelerator,2
the,calorie,2
the,charms,2
the,monterey,4
the,olloclip,2
the,pianos,2
the,worldwide,4
this,community,2
through,april,8
under,construction,8
utility,room,2
war,memorial,2
ward,councilman,2
was,among,7
was,shown,2
wildflowers,and,2
working,theyre,2
yearold,mother,2
yearold,son,8
young,said,4
34,7.68E+12,14
34,7.72E+11,14
34,7.75E+12,14
34,7.85E+12,14
34,7.52E+12,13
34,7.56E+12,13
34,7.58E+12,13
34,7.60E+12,13
34,7.61E+11,13
34,7.62E+12,13
34,7.63E+12,13
34,7.67E+12,13
34,7.70E+11,13
34,7.73E+12,13
34,7.74E+12,13
34,7.79E+12,13
34,7.80E+12,13
34,7.83E+12,13
34,7.84E+12,13
34,7.90E+12,13
34,7.51E+12,12
34,7.53E+12,12
34,7.54E+11,12
34,7.64E+12,12
34,7.69E+12,12
34,7.71E+12,12
34,7.77E+12,12
34,7.78E+12,12
34,7.87E+12,12
34,7.88E+11,12
34,7.82E+12,11
34,7.86E+12,11
34,7.91E+12,11
34,7.50E+12,10
34,7.57E+12,10
34,7.89E+12,10
34,7.55E+12,9
34,7.59E+11,9
34,7.66E+12,9
34,7.65E+12,8
34,7.76E+12,8
34,7.81E+12,8
but,said,34
e,coli,5
lot,going,5
state,has,11
state,police,30
=,griffin,2
=,public,6
=,sen,13
=,sparkling,2
34,7.92E+12,2
a,buyer,2
a,corporate,8
an,osp,2
an,outdoor,2
and,heavy,2
and,jeremy,2
and,tea,4
any,extra,2
architect,and,2
asset,management,2
awards,with,2
bad,checks,2
before,hitting,4
benefited,from,7
billion,meta,26
but,clearly,2
by,members,2
by,roger,2
can,contaminate,2
career,games,2
cases,in,2
charges,of,10
charles,darwin,2
cheap,trick,2
city,will,8
coaches,three,2
coli,oh,2
colonial,williamsburg,2
competition,the,2
crowd,and,2
cups,ounces,2
deals,in,2
drive,clarksburg,2
ending,a,2
estimated,the,2
exit,ramp,2
federal,court,14
five,pairs,2
for,traffic,2
form,can,2
free,throw,6
fried,oysters,2
gags,the,2
general,motors,22
grading,system,2
grams,blanched,2
had,raised,2
has,rarely,2
have,caused,4
hes,probably,2
illinois,state,2
in,atlantic,2
in,career,2
instate,tuition,4
iron,ladies,2
issues,the,6
jefferson,meta,2
jersey,have,2
jersey,i,2
lanes,meta,2
leader,meta,4
leads,the,4
league,has,2
luxury,is,2
main,page,2
million,a,20
most,significant,2
mr,cook,2
ms,fleming,2
music,player,2
music,players,2
of,americas,6
of,polish,2
offensive,rebounds,2
on,evidence,2
ounces,grams,2
per,game,44
pizza,pan,2
pm,after,2
power,play,10
probably,done,2
professional,staff,2
q,i,2
report,said,10
riverview,drive,4
robert,wood,2
ryan,hollins,2
said,saturday,2
said,those,10
senate,bill,16
socially,intuitive,2
some,education,2
some,national,2
staff,members,8
staple,of,2
started,and,6
steak,and,5
tea,in,2
that,charge,2
the,al,7
the,bankruptcy,4
the,colonial,2
the,gala,2
the,grading,2
the,latino,5
the,oregonian,8
the,velocity,2
the,visas,2
they,wouldve,2
theyre,taking,2
tools,meta,8
traffic,on,6
two,home,2
unlimited,play,2
white,said,4
with,nine,6
wood,johnson,2
wouldve,chose,2
yearsold,and,2
youll,still,2
44,1.48E+12,28
44,1.65E+12,14
44,1.43E+12,27
44,1.44E+12,27
44,1.45E+11,27
44,1.47E+11,27
44,1.49E+12,23
44,1.50E+12,27
44,1.52E+12,27
44,1.53E+12,27
44,1.54E+12,27
44,1.55E+12,28
44,1.57E+12,27
44,1.58E+12,27
44,1.59E+12,28
44,1.60E+12,28
44,1.62E+12,28
44,1.67E+12,13
44,1.68E+12,13
44,1.70E+12,13
44,1.42E+12,26
44,1.46E+12,26
44,1.56E+12,26
44,1.61E+12,26
44,1.64E+12,25
44,1.66E+12,12
44,1.69E+12,12
44,1.41E+12,25
44,1.51E+12,24
44,1.63E+11,25
44,1.38E+12,23
44,1.29E+11,9
44,1.31E+12,9
44,1.32E+12,9
44,1.33E+12,9
44,1.35E+12,9
44,1.36E+11,9
44,1.37E+12,13
44,1.39E+12,23
44,1.40E+12,23
44,1.30E+12,8
44,1.28E+12,10
44,1.34E+11,7
44,1.71E+12,7
the,groom,15
was,fired,12
commission,and,10
noted,meta,5
os,mutantes,3
shot,percent,3
state,budget,17
stay,positive,3
the,shirts,7
third,base,5
water,tower,3
=,authorities,19
=,trenton,24
a,statewide,2
a,subsidiary,4
acid,production,2
adds,up,2
advisory,board,4
alec,baldwin,2
all,adds,2
also,are,16
and,products,2
and,specialty,2
and,third,15
announce,its,2
approved,by,16
approved,meta,4
arkansas,and,2
as,president,11
authorities,say,6
avenue,pm,2
award,was,2
bachelors,degree,7
below,basic,2
bielory,said,2
bleeping,hit,2
by,getting,2
cedar,bark,2
characterizations,of,2
child,support,4
committee,that,2
community,we,2
companies,they,2
company,said,42
compliments,her,2
corps,of,7
county,prosecutor,13
county,superior,2
cucumber,with,2
describes,herself,2
division,iii,4
enough,we,10
far,below,2
figure,is,2
figures,such,2
fool,me,12
for,state,6
forced,her,2
former,gov,11
from,hoffman,2
has,drawn,4
himself,on,2
his,organization,2
hit,you,10
housing,project,2
in,child,2
in,sales,13
investor,group,2
landed,a,2
least,five,2
many,cars,2
may,order,2
mel,kiper,2
midway,through,4
new,parents,2
next,sunday,2
not,guilty,17
of,engineers,4
of,happy,4
of,passes,2
of,roland,2
of,wrongdoing,2
olympic,park,2
opposed,the,4
parks,in,6
passes,for,11
pension,system,2
people,without,4
percent,pinot,2
peyton,manning,8
police,reports,4
program,director,6
program,which,7
programs,meta,14
purhepecha,people,2
received,any,4
representatives,from,2
roland,park,2
said,rep,11
said,youve,2
says,shes,2
scored,on,15
seattle,times,2
senior,on,2
significance,and,2
smoke,cedar,2
statewide,ems,2
th,minute,4
the,bullpen,11
the,herbs,2
the,johnsons,2
the,offense,33
the,pairings,2
the,pension,7
the,pistons,4
the,senior,10
the,veteran,8
third,baseman,6
thursday,to,11
to,dancing,2
to,finance,6
to,prison,8
trauma,and,2
trial,meta,6
wasnt,known,2
which,everything,2
will,reduce,2
wired,the,2
36,4.38E+12,28
36,5.03E+12,13
36,5.02E+12,21
36,5.04E+11,12
36,5.05E+12,12
36,5.09E+11,12
36,5.11E+11,12
36,4.37E+12,25
36,5.01E+12,23
36,5.07E+12,11
36,5.08E+12,11
36,5.10E+12,11
36,5.12E+12,11
36,4.78E+12,22
36,4.82E+11,21
36,4.85E+12,20
36,4.89E+12,21
36,4.94E+12,21
36,5.06E+12,10
36,4.66E+12,20
36,4.68E+12,20
36,4.69E+12,20
36,4.79E+12,20
36,4.80E+12,20
36,4.83E+12,20
36,4.84E+12,20
36,4.86E+12,20
36,4.87E+12,20
36,4.88E+12,20
36,4.91E+12,20
36,4.92E+12,16
36,4.93E+11,20
36,4.97E+12,20
36,4.98E+12,21
36,4.67E+12,19
36,4.81E+12,19
36,4.99E+12,19
36,5.00E+12,19
36,4.90E+12,17
chris,christie,27
gov,chris,41
kings,are,3
sales,to,3
yearold,class,3
=,asked,34
a,judges,2
a,stock,7
after,dropping,2
ambassador,bridge,2
and,backup,2
and,hankins,2
and,possible,2
armond,budish,2
baseman,and,2
best,outdoor,2
best,teams,2
block,the,6
broadcast,the,2
brooks,was,2
burnett,and,2
car,companies,2
cellphone,tracking,2
cities,its,2
classical,repertoire,2
concert,at,8
coronado,islands,2
costa,mesa,2
county,had,2
dallas,cowboys,2
democratic,nomination,4
disabled,list,7
district,in,13
downing,was,2
drove,prices,2
east,th,6
entire,process,2
farmer,who,2
firefighters,and,2
first,reported,4
fort,zumwalt,2
four,hits,6
free,agency,8
from,prison,2
from,san,6
ge,capital,2
group,in,6
had,too,2
hard,cap,2
he,served,6
help,young,2
huntington,beach,6
in,voters,2
increased,in,2
investigation,meta,14
is,speculative,2
its,top,2
jersey,meta,31
jury,trial,2
leader,armond,2
license,and,2
louis,county,19
miami,meta,16
missing,childrens,2
nbc,universal,2
nolle,prosse,2
of,candidates,4
of,shostakovichs,2
of,violent,2
parttime,for,2
percent,for,24
program,during,2
prosecutors,to,2
publisher,and,2
raised,with,2
reach,their,4
real,big,2
recommendations,and,2
red,notice,2
richardson,is,4
rolled,up,2
sacramento,meta,6
said,espn,2
said,yahoo,2
says,of,2
secret,meta,2
segment,by,2
shot,himself,5
solo,shot,2
some,cities,2
staff,meta,14
stepped,down,4
still,pending,2
that,smith,2
the,dallas,6
the,disabled,7
the,oakland,4
the,sauna,2
the,tourney,4
there,quick,2
to,november,2
to,resign,10
to,seven,2
to,shorten,2
to,type,8
towns,in,2
trayvon,was,4
wasnt,ready,2
who,of,2
winning,at,2
with,left,24
with,native,2
work,experience,2
yahoo,needs,2
zach,braff,2
56,1.60E+12,15
56,1.64E+12,27
56,1.67E+12,15
56,1.69E+12,15
56,1.71E+12,15
56,1.73E+12,15
56,17444896698,15
56,1.76E+12,15
56,1.58E+12,14
56,1.59E+12,14
56,1.61E+12,26
56,1.62E+12,25
56,1.63E+11,27
56,1.66E+12,14
56,1.68E+12,14
56,1.70E+12,14
56,1.72E+12,14
56,1.77E+12,14
56,1.65E+12,22
56,1.75E+12,13
56,1.78E+12,6
the,dolphins,4
fish,oil,3
in,louisiana,5
it,appeared,11
noxious,weeds,3
=,bruce,6
=,harris,2
=,labor,2
a,coguardian,2
a,secondtier,2
a,senate,2
added,sugars,2
administration,has,8
against,president,2
aid,which,2
also,was,28
among,a,2
an,outside,4
and,cabernet,2
and,womens,6
announced,plans,2
assistant,us,4
athletic,director,12
av,meta,33
bad,omen,2
beach,to,2
charges,have,2
childrensbook,apps,2
chile,sauce,2
clear,shot,2
concessions,to,2
criticism,for,2
director,tim,2
down,out,2
dryer,for,2
dubbed,the,2
earlier,had,2
earned,his,2
earner,as,2
elderly,parents,2
etch,a,2
falls,to,2
far,apart,2
federal,immigration,4
fired,the,2
from,march,2
fund,and,2
had,agreed,2
his,administration,6
horse,to,2
hot,dryer,2
if,employees,2
in,beijing,6
in,uniform,2
investment,will,2
is,close,6
is,white,2
knock,me,2
lead,teacher,2
least,eight,2
local,noxious,2
local,officials,6
lockout,and,2
luggage,and,2
man,versus,2
march,to,10
melon,patch,2
melvin,ingram,2
mens,and,2
monday,the,10
morning,cleveland,2
national,city,4
nearby,meta,4
nearly,million,24
new,yearround,2
notes,she,2
obama,announced,2
of,added,2
of,discrimination,2
of,thor,2
offense,meta,8
offensive,coordinators,2
office,building,6
officials,are,8
oil,pipeline,2
on,apple,2
online,statement,2
own,investigation,2
police,then,2
politicians,running,2
primary,date,2
primary,for,4
principal,in,2
prison,meta,20
proposals,meta,2
relays,in,2
retail,theft,2
sand,wedge,2
sauce,is,2
school,record,4
season,ticket,2
secondtier,horse,2
shore,in,2
sky,harbor,2
state,officials,13
stations,in,2
suspect,in,4
teacher,for,2
than,from,2
that,krentcil,2
the,enormous,2
the,hangover,6
the,lockout,4
the,payroll,4
the,save,4
the,sheriffs,20
the,sprint,4
thomas,w,2
through,may,6
tigard,police,2
title,with,4
to,legislation,2
to,returning,2
top,earner,2
turner,construction,2
uncertainty,over,2
union,county,4
us,attorney,11
votes,to,2
w,rossell,2
we,generally,2
womens,teams,2
56,6.34E+11,15
56,6.38E+12,15
56,6.40E+12,15
56,6.53E+12,15
56,6.57E+12,15
56,6.58E+12,15
56,6.59E+12,15
56,6.61E+12,15
56,6.64E+12,15
56,6.30E+12,14
56,6.33E+12,14
56,6.35E+12,14
56,6.37E+12,14
56,6.39E+12,14
56,6.47E+11,14
56,6.48E+12,14
56,6.49E+12,14
56,6.54E+12,14
56,6.55E+12,14
56,6.60E+12,14
56,6.62E+12,14
56,6.41E+12,13
56,6.44E+12,13
56,6.52E+12,13
56,6.28E+12,12
56,6.32E+12,12
56,6.36E+11,12
56,6.43E+12,12
56,6.50E+12,12
56,6.51E+12,12
56,6.56E+12,12
56,6.65E+12,12
56,6.29E+11,11
56,6.45E+11,11
56,6.46E+12,11
56,6.31E+12,9
56,6.63E+11,9
56,6.42E+12,8
basketball,three,4
care,that,6
56,6.27E+12,3
a,pass,7
officials,said,172
republicans,said,3
the,nuggets,32
=,everybody,36
=,turner,4
a,bipartisan,4
a,hallmark,2
a,lethal,4
a,penalty,7
a,share,18
accurate,meta,2
advanced,by,2
agents,are,2
and,hat,2
and,scored,11
april,in,8
april,to,6
april,which,2
argument,meta,2
bakery,meta,2
baltimore,county,4
barred,owl,2
be,planting,2
behind,points,2
belle,isle,11
board,members,30
breaking,our,2
cars,in,4
caught,some,2
checking,accounts,2
chlorogenic,acid,2
clark,said,2
cleveland,clinic,4
consumer,and,2
contacted,the,2
county,ariz,2
county,prosecutors,18
county,to,11
cover,sheet,2
critics,say,2
dart,board,2
day,stars,2
determined,the,2
discrimination,cases,2
dispatch,system,2
eric,clapton,2
feeney,said,2
few,but,2
for,florence,2
for,percent,13
ford,workers,2
gambling,market,2
gluten,from,2
good,looks,4
good,player,2
hearing,in,4
highway,system,2
his,knee,4
hopeful,the,2
in,charlotte,2
in,health,12
index,rose,2
industrial,average,2
information,technology,2
injured,his,2
it,promotes,2
its,us,2
jones,industrial,2
jung,and,4
kick,to,2
kissimmee,meta,2
league,title,6
morris,county,8
neighborhood,meta,10
news,coverage,2
northeast,ohio,26
northern,california,4
not,respond,8
of,gilbert,2
of,negotiating,2
of,planning,4
of,republicans,2
officer,who,4
opponents,have,2
ortman,said,2
other,details,2
our,guys,6
pac,playoffs,2
percent,and,24
pleasant,hill,5
portland,coach,2
primary,caregiver,2
profitsharing,checks,2
putt,on,2
rated,the,2
rebounds,in,6
reservoir,in,2
rose,or,4
says,her,2
section,pac,2
senior,vice,6
sign,for,7
signs,are,2
some,tough,4
southern,section,2
spend,billion,2
store,brands,2
streak,to,2
sugar,from,2
sunrise,mountain,2
team,basketball,2
the,charges,22
the,gazebo,2
the,pac,21
the,quarterfinals,6
the,richter,2
the,wildcats,13
their,gold,2
these,immigrants,2
think,part,2
third,with,2
thought,our,4
to,long,8
to,news,2
to,safety,2
to,sequester,2
trinity,league,2
us,airways,2
us,senator,2
voters,who,4
were,wounded,2
west,linn,5
which,day,2
will,open,10
will,require,6
work,said,4
worlds,most,2
would,save,6
wynton,marsalis,2
0,8.50E+14,13
0,8.51E+14,13
0,8.52E+12,13
0,8.53E+14,13
0,8.54E+14,13
8.50E+14,min,13
8.51E+14,min,13
8.53E+14,min,13
8.54E+14,min,13
0,9.03E+14,11
9.03E+14,min,11
0,8.77E+14,10
0,8.79E+14,10
0,8.84E+14,10
0,8.86E+14,10
0,8.95E+14,10
0,8.97E+14,10
0,8.99E+14,10
0,9.00E+13,10
0,9.01E+14,10
8.77E+14,min,10
8.79E+14,min,10
8.84E+14,min,10
8.86E+14,min,10
8.95E+14,min,10
8.97E+14,min,10
8.99E+14,min,10
9.01E+14,min,10
0,8.49E+14,9
0,8.75E+14,9
0,8.76E+14,9
0,8.80E+14,9
0,8.81E+14,9
0,8.82E+13,9
0,8.87E+14,9
0,8.88E+13,9
0,8.91E+14,9
0,8.92E+14,9
0,8.93E+14,9
0,8.94E+13,9
0,8.96E+14,9
0,8.98E+14,9
0,9.02E+14,9
8.49E+14,min,9
8.75E+14,min,9
8.76E+14,min,9
8.80E+14,min,9
8.81E+14,min,9
8.87E+14,min,9
8.91E+14,min,9
8.92E+14,min,9
8.93E+14,min,9
8.96E+14,min,9
8.98E+14,min,9
9.02E+14,min,9
0,8.78E+14,8
0,8.83E+14,8
0,8.85E+14,8
0,8.90E+14,8
8.78E+14,min,8
8.83E+14,min,8
8.85E+14,min,8
8.90E+14,min,8
0,8.89E+14,7
8.89E+14,min,7
0,8.55E+14,6
8.55E+14,min,6
new,bridge,4
a,lawsuit,10
civil,union,3
gayton,and,3
medical,condition,3
noted,for,3
=,doug,2
a,pivotal,2
aged,mozzarella,2
agency,could,2
album,in,2
an,suv,2
and,cedar,2
and,fines,2
and,iran,2
and,overnight,2
and,ramm,2
and,staal,2
arthur,lubin,2
best,album,2
borges,body,2
brodrick,smith,2
brown,who,2
busy,in,2
by,thomas,2
carmonas,name,2
champions,such,2
christopher,cerf,2
coincide,with,2
collect,the,2
control,his,2
corporate,america,4
could,collect,2
dec,meta,4
diesel,fuel,2
district,meta,26
first,national,4
first,postseason,2
florida,meta,20
forecasting,the,2
get,four,2
h,h,10
havanese,is,2
haystack,rock,2
her,business,2
her,research,2
hit,his,4
hof,credentials,2
in,columbus,16
its,board,2
james,said,2
judge,sheridan,2
june,the,13
lent,madness,2
life,estate,2
low,of,6
luaka,bop,2
maximum,punishment,2
memorial,park,4
mineral,rights,2
monday,passed,2
mozzarella,on,2
no,ill,4
of,calls,4
of,concrete,2
of,consumer,4
of,degrees,2
of,violation,2
of,zs,2
orac,value,2
overnight,low,2
perform,a,2
pick,was,2
pivotal,moment,2
plan,my,4
player,is,2
port,authority,19
produces,a,2
program,by,2
punishment,for,2
randolph,has,2
relations,at,2
reservoirs,are,2
salary,to,4
sheldon,smith,2
spokeswoman,laura,2
starts,and,6
states,largest,4
stern,and,2
supply,chains,2
th,warmest,2
the,aged,2
the,dep,8
the,havanese,2
the,hes,4
the,leave,2
the,mineral,2
the,sr,2
the,tragedy,11
the,westside,2
think,like,22
thought,his,2
three,votes,2
to,la,45
tolls,and,2
two,lanes,2
union,couples,2
urban,meyer,2
veterans,memorial,2
votes,for,4
was,third,2
wire,and,2
would,provide,6
year,found,2
5,2.81E+13,15
5,2.84E+13,15
5,2.50E+13,14
5,2.51E+13,14
5,2.55E+13,14
5,2.64E+13,14
5,2.65E+13,14
5,2.66E+13,14
5,2.68E+13,14
5,2.69E+13,14
5,2.70E+13,14
5,2.71E+13,14
5,2.75E+13,14
5,2.76E+13,14
5,2.80E+13,14
5,2.82E+12,14
5,2.85E+13,14
5,2.49E+12,13
5,2.54E+13,13
5,2.56E+13,13
5,2.59E+13,13
5,2.60E+13,13
5,2.61E+13,13
5,2.62E+13,13
5,2.63E+13,13
5,2.67E+13,13
5,2.73E+12,13
5,2.79E+13,13
5,2.74E+13,12
5,2.86E+13,12
5,2.53E+13,11
5,2.72E+13,11
5,2.57E+13,10
5,2.58E+12,10
5,2.52E+13,9
5,2.77E+13,9
5,2.87E+13,9
5,2.78E+13,8
5,2.83E+13,8
5,2.48E+13,7
is,singer,10
is,actor,8
assists,meta,7
board,would,5
culmination,of,5
democrats,say,3
louis,meta,9
school,officials,14
the,culmination,3
=,baltimore,2
=,companies,2
=,desserts,2
=,detroit,10
a,disabled,2
a,distinctive,2
an,awkward,6
an,fbi,2
an,opaque,2
and,edwards,2
and,hotel,2
as,chef,2
ash,and,2
at,ohio,2
average,daily,2
banter,and,2
blake,said,2
blows,to,2
c,diff,2
california,meta,26
cerebral,palsy,4
cooling,centers,2
county,the,4
daily,ridership,2
deadline,meta,4
deals,that,2
democrats,meta,4
dont,come,14
early,stages,2
energy,in,2
